official_sk,last_name,gov_type,num_officials,id,valid_from,name_formal,links,valid_to,chamber_id,party,chamber_type,first_name,city,district_sk,district_id,state
6206,Simanowitz,STATE,1,182814,2013-01-01 00:00:00+00,New York State Assembly,#,2017-09-02 00:00:00+00,2473,Democrat,LOWER,Michael,,753492,000000000027,NY
16456,Barrett,LOCAL,1,68854,2012-01-01 00:00:00+00,Syracuse Common Council,#,2016-01-01 00:00:00+00,4487,,LOWER,Jake,Syracuse,458,000000000001,NY
185148,VACANT,STATE,1,198762,2017-12-31 00:00:00+00,New York State Senate,#,2018-04-30 00:00:00+00,4502,,UPPER,VACANT,,753633,000000000032,NY
1767,Ortiz,STATE,1,193973,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Félix,,753533,000000000051,NY
12795,Morahan,STATE,0,12795,2009-01-01 00:00:00+00,New York State Senate,#,2011-01-01 00:00:00+00,4502,Republican,UPPER,Thomas,,3605,000000000038,NY
15112,Lightfoot,LOCAL,5,15112,2005-11-01 00:00:00+00,Rochester City Council,#,2009-11-01 00:00:00+00,4292,,LOWER,John,Rochester,393435,At Large,NY
30077,Lalor,STATE,1,193933,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Kieran,,753473,000000000105,NY
9451,McDonald,STATE,0,9451,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,Roy,,3570,000000000043,NY
14929,Golden,STATE,1,194310,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,Martin,,753622,000000000022,NY
1350,Finch,STATE,1,193905,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Gary,,753498,000000000126,NY
18063,Dilan,STATE,0,18063,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Martin,,3639,000000000017,NY
67515,Rosenthal,LOCAL,1,200420,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Helen,New York,758831,6,NY
7480,Lafayette,STATE,0,7480,0001-01-01 00:00:00+00,New York State Assembly,#,2008-07-01 00:00:00+00,2473,Democrat,LOWER,Ivan,,7603,000000000034,NY
19103,Skartados,STATE,1,199327,2013-01-01 00:00:00+00,New York State Assembly,#,2018-04-15 00:00:00+00,2473,Democrat,LOWER,Frank,,753472,000000000104,NY
7521,Como,LOCAL,0,7521,0001-01-01 00:00:00+00,New York City Council,#,0001-01-02 00:00:00+00,1337,Republican,LOWER,Anthony,New York,1045,000000000030,NY
1522,Owens,NATIONAL,0,1522,2009-11-03 00:00:00+00,United States House of Representatives,#,2013-01-03 00:00:00+00,4507,Democrat,LOWER,William,,1532,000000000023,NY
22469,VACANT,LOCAL,0,48898,2012-07-26 00:00:00+00,New York City Council,#,2012-11-07 00:00:00+00,1337,,LOWER,VACANT,New York,518,000000000012,NY
29790,Hoylman,STATE,1,200753,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Brad,,753627,000000000027,NY
14906,Rodriguez,STATE,1,194010,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Robert,,753549,000000000068,NY
9014,McDonald,STATE,0,9014,0001-01-01 00:00:00+00,New York State Assembly,#,2009-01-01 00:00:00+00,2473,Republican,LOWER,Roy,,7522,000000000112,NY
8749,Lancman,LOCAL,1,190155,2014-01-01 00:00:00+00,New York City Council,8749,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Rory,New York,758849,24,NY
185029,Taylor,STATE,1,195768,2017-11-16 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Alfred,,753552,000000000071,NY
1589,Gibson,STATE,1,69191,2013-01-01 00:00:00+00,New York State Assembly,#,2014-01-01 00:00:00+00,2473,Democrat,LOWER,Vanessa,,753557,000000000077,NY
17284,Schimel,STATE,0,17284,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Michelle,,7566,000000000016,NY
121248,Boyle,LOCAL,1,190585,2016-01-01 00:00:00+00,Syracuse Common Council,#,2020-01-01 00:00:00+00,4487,,LOWER,Susan,Syracuse,1016,000000000003,NY
6221,Koslowitz,LOCAL,0,67476,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Karen,New York,846,000000000029,NY
21371,Ulrich,LOCAL,0,67686,2009-03-17 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Republican,LOWER,Eric,New York,1065,000000000032,NY
10207,Skelos,STATE,1,122971,2013-01-01 00:00:00+00,New York State Senate,#,2015-12-11 00:00:00+00,4502,Republican,UPPER,Dean,,753619,000000000009,NY
1522,Owens,NATIONAL,1,92927,2013-01-03 00:00:00+00,United States House of Representatives,#,2015-01-06 00:00:00+00,4507,Democrat,LOWER,William,,757510,000000000021,NY
9209,Jaffee,STATE,0,9209,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Ellen,,7552,000000000095,NY
17408,Mark-Viverito,LOCAL,1,188722,2014-01-01 00:00:00+00,New York City Council,#,2018-01-01 00:00:00+00,1337,Democrat,LOWER,Melissa,New York,758833,8,NY
12164,Ramos,STATE,1,193986,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Phil,,753440,000000000006,NY
13528,Corwin,STATE,1,109446,2013-01-01 00:00:00+00,New York State Assembly,#,2017-01-01 00:00:00+00,2473,Republican,LOWER,Jane,,753582,000000000144,NY
6526,Young,STATE,0,6526,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,Catharine,,3599,000000000057,NY
69197,VACANT,STATE,1,81094,2014-01-01 00:00:00+00,New York State Assembly,#,2015-01-01 00:00:00+00,2473,,LOWER,VACANT,,753482,000000000113,NY
67512,Miller,LOCAL,1,190158,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,I. Daneek,New York,758852,27,NY
5238,Lupardo,STATE,1,193943,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Donna,,753495,000000000123,NY
10123,Rangel,NATIONAL,0,10123,2011-01-03 00:00:00+00,United States House of Representatives,#,2013-01-03 00:00:00+00,4507,Democrat,LOWER,Charles,,1547,000000000015,NY
1653,Grisanti,STATE,0,20969,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,Mark,,3597,000000000060,NY
3548,Lifton,STATE,1,193942,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Barbara,,753497,000000000125,NY
11596,Peoples-Stokes,STATE,0,11596,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Crystal,,7535,000000000141,NY
13508,Gennaro,LOCAL,0,65840,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,James,New York,809,000000000024,NY
15398,Koo,LOCAL,0,67464,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Peter,New York,776,000000000020,NY
81034,Simon,STATE,1,194019,2015-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Jo Anne,,753534,000000000052,NY
292,Roberts,STATE,0,292,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Samuel,,7503,000000000119,NY
173447,VACANT,LOCAL,1,182660,2017-07-21 00:00:00+00,New York City Council,#,2018-01-01 00:00:00+00,1337,,LOWER,VACANT,New York,758854,28,NY
8208,Gantt,STATE,0,8208,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,David,,7494,000000000133,NY
6216,Towns,NATIONAL,0,6216,2011-01-03 00:00:00+00,United States House of Representatives,#,2013-01-03 00:00:00+00,4507,Democrat,LOWER,Edolphus,,1568,000000000010,NY
7316,Garodnick,LOCAL,1,188695,2014-01-01 00:00:00+00,New York City Council,#,2018-01-01 00:00:00+00,1337,Democrat,LOWER,Daniel,New York,758829,4,NY
8366,Ryan,STATE,0,8366,2011-09-13 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Sean,,7533,000000000144,NY
19104,Mayer,STATE,1,200775,2018-04-30 00:00:00+00,New York State Senate,20963,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Shelley,,753638,000000000037,NY
8208,Gantt,STATE,1,193910,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,David,,753575,000000000137,NY
187133,VACANT,STATE,1,199294,2017-10-02 00:00:00+00,New York State Assembly,#,2018-05-05 00:00:00+00,2473,,LOWER,VACANT,,753470,000000000102,NY
652,Ortiz,LOCAL,5,191468,2012-05-31 00:00:00+00,Rochester City Council,#,2022-01-01 00:00:00+00,4292,,LOWER,Jacklyn,Rochester,393435,At Large,NY
81207,Funke,STATE,1,194433,2015-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,Rich,,753603,000000000055,NY
182684,Ayala,LOCAL,1,196896,2018-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Diana,New York,758833,8,NY
827,Israel,NATIONAL,1,104045,2013-01-03 00:00:00+00,United States House of Representatives,#,2017-01-03 00:00:00+00,4507,Democrat,LOWER,Steve,,757496,000000000003,NY
12996,Brewer,LOCAL,1,191356,2014-01-01 00:00:00+00,Manhattan Borough President,65833,2022-01-01 00:00:00+00,4426,Democrat,EXEC,Gale,New York,393972,MANHATTAN,NY
13171,Benedetto,STATE,0,13171,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Michael,,7571,000000000082,NY
15759,Gerson,LOCAL,0,15759,0001-01-01 00:00:00+00,New York City Council,#,2009-12-31 00:00:00+00,1337,Democrat,LOWER,Alan,New York,430,000000000001,NY
3191,Gallivan,STATE,1,194437,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,Patrick,,753607,000000000059,NY
8046,Gianaris,STATE,1,194300,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Michael,,753588,000000000012,NY
2990,Perry,STATE,1,193980,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,N. Nick,,753540,000000000058,NY
81132,Lawrence,STATE,1,193937,2015-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Peter,,753572,000000000134,NY
187129,VACANT,STATE,1,199290,2017-12-15 00:00:00+00,New York State Assembly,#,2018-05-05 00:00:00+00,2473,,LOWER,VACANT,,753555,000000000074,NY
11788,Oaks,STATE,1,193972,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Bob,,753502,000000000130,NY
7409,Burling,STATE,0,7409,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Daniel,,7513,000000000147,NY
121258,Wingo,LOCAL,1,191420,2016-01-01 00:00:00+00,Buffalo Common Council,#,2020-01-01 00:00:00+00,1621,Democrat,LOWER,Ulysees,Buffalo,392990,MASTEN,NY
13841,Schneiderman,STATE,0,13841,2011-01-01 00:00:00+00,New York State Senate,#,0001-01-02 00:00:00+00,4502,Democrat,UPPER,Eric,,3621,000000000031,NY
4857,Ball,STATE,0,4857,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,Greg,,3604,000000000040,NY
19105,Barrett,STATE,1,197526,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Didi,,753475,000000000106,NY
5661,Kellner,STATE,0,5661,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Micah,,7588,000000000065,NY
16727,Maziarz,STATE,0,16727,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,George,,3596,000000000062,NY
3232,Seward,STATE,0,3232,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,James,,3582,000000000051,NY
2817,Walsh,NATIONAL,0,2817,2007-01-04 00:00:00+00,United States House of Representatives,#,2009-01-03 00:00:00+00,4507,Republican,LOWER,James,,1514,000000000025,NY
12286,Oddo,LOCAL,0,65850,2010-01-01 00:00:00+00,New York City Council,191359,2014-01-01 00:00:00+00,1337,Republican,LOWER,James,New York,1557,000000000050,NY
6198,Rabbitt,STATE,1,69194,2013-01-01 00:00:00+00,New York State Assembly,#,2014-01-01 00:00:00+00,2473,Republican,LOWER,Annie,,753465,000000000098,NY
192771,VACANT,STATE,1,199286,2018-01-01 00:00:00+00,New York State Assembly,#,2018-05-05 00:00:00+00,2473,,LOWER,VACANT,,753451,000000000017,NY
19694,Marshall,LOCAL,2,159281,2012-06-22 00:00:00+00,Queens Borough President,#,2014-01-01 00:00:00+00,4424,,EXEC,Helen,New York,393971,QUEENS,NY
14892,Titus,STATE,1,194030,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Michele,,753508,000000000031,NY
65726,Gibson,LOCAL,1,197874,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Vanessa,New York,758842,16,NY
12884,Rivera,LOCAL,1,191418,2012-01-01 00:00:00+00,Buffalo Common Council,#,2020-01-01 00:00:00+00,1621,Democrat,LOWER,David,Buffalo,392989,NIAGARA,NY
65753,Treyger,LOCAL,1,190180,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Mark,New York,758871,47,NY
10266,Walter,STATE,1,194040,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Raymond,,753584,000000000146,NY
81110,Woerner,STATE,1,194044,2015-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Carrie,,753482,000000000113,NY
95821,Brabenec,STATE,1,201395,2015-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Karl,,753465,000000000098,NY
1653,Grisanti,STATE,1,66315,2013-01-01 00:00:00+00,New York State Senate,#,2015-01-01 00:00:00+00,4502,Republican,UPPER,Mark,,753609,000000000060,NY
76,Magee,STATE,0,76,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,William,,7507,000000000111,NY
4372,Rath,STATE,0,4372,0001-01-01 00:00:00+00,New York State Senate,#,2009-01-01 00:00:00+00,4502,Republican,UPPER,Mary Lou,,3575,000000000061,NY
16506,Barron,STATE,1,69187,2013-01-01 00:00:00+00,New York State Assembly,#,2014-01-01 00:00:00+00,2473,Democrat,LOWER,Inez,,753542,000000000060,NY
2511,Moya,STATE,1,192773,2013-01-01 00:00:00+00,New York State Assembly,#,2018-01-01 00:00:00+00,2473,Democrat,LOWER,Francisco,,753521,000000000039,NY
30087,Fahy,STATE,1,199259,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Patricia,,753478,000000000109,NY
1175,Rivera,STATE,0,1175,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Gustavo,,3610,000000000033,NY
183172,Rubbo,LOCAL,1,196925,2018-01-01 00:00:00+00,Yonkers City Council,#,2022-01-01 00:00:00+00,4427,,LOWER,John,Yonkers,858724,4,NY
2511,Moya,STATE,0,2511,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Francisco ,,7595,000000000039,NY
3441,Blankenbush,STATE,0,3441,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Kenneth ,,7521,000000000122,NY
9162,Huntley,STATE,0,9162,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Shirley,,3645,000000000010,NY
15832,VACANT,STATE,0,15832,0001-01-01 00:00:00+00,New York State Assembly,#,2012-04-24 00:00:00+00,2473,,LOWER,VACANT,,7592,000000000027,NY
4451,Seminerio,STATE,0,4451,2009-01-01 00:00:00+00,New York State Assembly,#,2009-06-23 00:00:00+00,2473,Democrat,LOWER,Anthony,,7622,000000000038,NY
81212,Panepinto,STATE,1,123828,2015-01-01 00:00:00+00,New York State Senate,#,2017-01-01 00:00:00+00,4502,Democrat,UPPER,Marc,,753609,000000000060,NY
127929,Castorina,STATE,1,198885,2016-05-03 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Ron,,753545,000000000062,NY
65743,Espinal,LOCAL,1,190170,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Rafael,New York,758862,37,NY
578,Amedore,STATE,0,578,2011-01-01 00:00:00+00,New York State Assembly,199663,2013-01-01 00:00:00+00,2473,Republican,LOWER,George,,7500,000000000105,NY
16530,McHugh,NATIONAL,0,16530,2009-01-03 00:00:00+00,United States House of Representatives,#,2009-09-21 00:00:00+00,4507,Republican,LOWER,John,,1532,000000000023,NY
182641,Rivera,LOCAL,1,196884,2018-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Carlina,New York,758827,2,NY
2819,Baez,LOCAL,0,2819,0001-01-01 00:00:00+00,New York City Council,#,2009-12-31 00:00:00+00,1337,Democrat,LOWER,Maria,New York,552,000000000014,NY
13123,Hanna,NATIONAL,1,104166,2013-01-03 00:00:00+00,United States House of Representatives,#,2017-01-03 00:00:00+00,4507,Republican,LOWER,Richard,,757511,000000000022,NY
192782,VACANT,STATE,1,199292,2018-01-01 00:00:00+00,New York State Assembly,#,2018-05-05 00:00:00+00,2473,,LOWER,VACANT,,753560,000000000080,NY
12389,Santiago,LOCAL,5,12389,2005-11-01 00:00:00+00,Rochester City Council,#,2009-11-01 00:00:00+00,4292,,LOWER,Gladys,Rochester,393435,At Large,NY
6602,Tedisco,STATE,0,6602,2011-01-01 00:00:00+00,New York State Assembly,194427,2013-01-01 00:00:00+00,2473,Republican,LOWER,James,,7497,000000000110,NY
793,Comrie,STATE,1,200438,2015-01-01 00:00:00+00,New York State Senate,65938,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Leroy,,753590,000000000014,NY
107396,VACANT,STATE,1,109300,2015-02-01 00:00:00+00,New York State Assembly,#,2015-05-11 00:00:00+00,2473,,LOWER,VACANT,,753524,000000000043,NY
5769,Palmesano,STATE,0,5769,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Philip ,,7511,000000000136,NY
8247,Ritchie,STATE,0,8247,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,Patricia ,,3591,000000000048,NY
3091,Lander,LOCAL,0,67486,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Brad,New York,1127,000000000039,NY
15911,Carlucci,STATE,0,15911,2011-01-05 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Independent Democrat,UPPER,David,,3605,000000000038,NY
17660,Denno,LOCAL,1,17660,0001-01-01 00:00:00+00,Syracuse Common Council,#,2009-12-31 00:00:00+00,4487,,LOWER,Lance,Syracuse,1527,000000000005,NY
81215,Ortt,STATE,1,194441,2015-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,Robert,,753615,000000000062,NY
22517,Halloran,LOCAL,0,65838,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Republican,LOWER,Daniel,New York,597,000000000019,NY
7123,Larkin,STATE,0,7123,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,William,,3585,000000000039,NY
14377,Murphy,NATIONAL,0,14377,2009-04-29 00:00:00+00,United States House of Representatives,#,2011-01-03 00:00:00+00,4507,Democrat,LOWER,Scott,,1516,000000000020,NY
68052,Ryan,LOCAL,1,197972,2014-01-01 00:00:00+00,Syracuse Common Council,#,2020-01-01 00:00:00+00,4487,,LOWER,Chad,Syracuse,752,000000000002,NY
8561,Giglio,STATE,0,8561,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Joseph ,,7539,000000000149,NY
33422,Collins,NATIONAL,1,159899,2013-01-03 00:00:00+00,United States House of Representatives,#,2019-01-03 00:00:00+00,4507,Republican,LOWER,Chris,,757516,000000000027,NY
3568,Oppenheimer,STATE,0,3568,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Suzi,,3607,000000000037,NY
4029,Destito,STATE,0,4029,2011-01-01 00:00:00+00,New York State Assembly,#,2011-09-13 00:00:00+00,2473,Democrat,LOWER,RoAnn,,7493,000000000116,NY
2126,Dilan,LOCAL,0,65845,2010-01-01 00:00:00+00,New York City Council,193899,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Erik,New York,1108,000000000037,NY
81047,Persaud,STATE,1,121962,2015-01-01 00:00:00+00,New York State Assembly,201261,2015-11-03 00:00:00+00,2473,Democrat,LOWER,Roxanne,,753541,000000000059,NY
17663,Palumbo,LOCAL,1,68064,2012-05-31 00:00:00+00,Rochester City Council,#,2016-01-01 00:00:00+00,4292,,LOWER,Carla,Rochester,393433,Northwest,NY
9131,Rivera,STATE,0,9131,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,José,,7569,000000000078,NY
56490,de Blasio,LOCAL,3,190598,2014-01-01 00:00:00+00,Mayor of the City of New York,56490,2022-01-01 00:00:00+00,4419,Democrat/Working Families,EXEC,Bill,New York,317,NEW YORK,NY
65737,Richards,LOCAL,0,67480,2013-04-29 15:59:19+00,New York City Council,#,2014-01-01 00:00:00+00,1337,,LOWER,Donovan,New York,1055,000000000031,NY
121972,VACANT,LOCAL,5,124584,2015-11-03 00:00:00+00,Syracuse Common Council,#,2016-01-01 00:00:00+00,4487,,LOWER,VACANT,Syracuse,2264,At Large,NY
14716,Van Bramer,LOCAL,0,67472,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Jimmy,New York,822,000000000026,NY
124589,Nicoletti,LOCAL,5,190531,2016-01-01 00:00:00+00,Syracuse Common Council,#,2018-01-01 00:00:00+00,4487,,LOWER,Joseph,Syracuse,2264,At Large,NY
4040,Farrell,STATE,1,182818,2013-01-01 00:00:00+00,New York State Assembly,#,2017-09-05 00:00:00+00,2473,Democrat,LOWER,Herman,,753552,000000000071,NY
4447,Monserrate,STATE,0,4447,2009-01-01 00:00:00+00,New York State Senate,#,2010-02-09 00:00:00+00,4502,Democrat,UPPER,Hiram,,3632,000000000013,NY
81074,Blake,STATE,1,199713,2015-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Michael,,753559,000000000079,NY
16396,Palma,LOCAL,0,67462,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Annabel,New York,587,000000000018,NY
4399,Massa,NATIONAL,0,4399,2009-01-03 00:00:00+00,United States House of Representatives,#,2011-01-03 00:00:00+00,4507,Democrat,LOWER,Eric,,1524,000000000029,NY
15995,Cabrera,LOCAL,0,67684,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Fernando,New York,552,000000000014,NY
10526,Miller,STATE,0,10526,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Joel,,7544,000000000102,NY
33383,Velazquez,NATIONAL,1,188394,2013-01-03 00:00:00+00,United States House of Representatives,#,2019-01-03 00:00:00+00,4507,Democrat,LOWER,Nydia,,757500,000000000007,NY
199291,Fernandez,STATE,1,199324,2018-05-05 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Nathalia,,753560,000000000080,NY
1741,Sanders,LOCAL,0,48435,2010-01-01 00:00:00+00,New York City Council,200908,2013-01-01 00:00:00+00,1337,Democrat,LOWER,James,New York,1055,000000000031,NY
136834,Norris,STATE,1,193970,2017-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Michael,,753582,000000000144,NY
15787,Leibell,STATE,0,15787,2011-01-01 00:00:00+00,New York State Senate,#,0001-01-02 00:00:00+00,4502,Republican,UPPER,Vincent,,3604,000000000040,NY
7316,Garodnick,LOCAL,0,67446,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Daniel,New York,1259,000000000004,NY
13619,Krueger,STATE,1,194316,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Liz,,753628,000000000028,NY
8620,Barron,LOCAL,0,65847,2010-01-01 00:00:00+00,New York City Council,193834,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Charles,New York,1329,000000000042,NY
194448,VACANT,NATIONAL,1,194449,2018-03-16 00:00:00+00,United States House of Representatives,#,,4507,,LOWER,VACANT,,757514,000000000025,NY
1622,Roach Jr.,STATE,0,1622,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Democrat,LOWER,Thomas ,,7548,000000000089,NY
1792,Yassky,LOCAL,0,1792,0001-01-01 00:00:00+00,New York City Council,#,2009-12-31 00:00:00+00,1337,Democrat,LOWER,David,New York,1069,000000000033,NY
182671,Ampry-Samuel,LOCAL,1,196892,2018-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Alicka,New York,758866,41,NY
7791,Wills,LOCAL,0,67474,2010-11-30 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Ruben,New York,838,000000000028,NY
136225,Phillips,STATE,1,194295,2017-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,Elaine,,753617,000000000007,NY
10880,Quinn,STATE,0,10880,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Republican,LOWER,Jack,,7536,000000000146,NY
14399,Dickens,STATE,1,193898,2017-01-01 00:00:00+00,New York State Assembly,67451,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Inez,,753551,000000000070,NY
30023,Sepúlveda,STATE,1,198764,2013-01-01 00:00:00+00,New York State Assembly,198763,2018-04-30 00:00:00+00,2473,Democrat,LOWER,Luis,,753565,000000000087,NY
18328,Rodriguez,LOCAL,1,200302,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Ydanis,New York,758826,10,NY
